name,file_count,files
"_StatCell",4,"lib/features/dca/presentation/widgets/portfolio/dca_portfolio_optimizer_stat_widgets.dart; lib/features/launchpad/presentation/widgets/tools/launchpad_limit_orders_header_widgets.dart; lib/features/predictions/presentation/widgets/social/prediction_event_calendar_notifications.dart; lib/features/predictions/presentation/widgets/social/prediction_tournaments_stats.dart"
"_StatTile",11,"lib/features/earn_staking/presentation/pages/staking/staking_developer_console_page.dart; lib/features/earn_staking/presentation/widgets/staking/staking_community_governance_page_sections.dart; lib/features/earn_staking/presentation/widgets/staking/staking_institutional_overview_batches.dart; lib/features/earn_staking/presentation/widgets/staking/staking_slashing_history_overview.dart; lib/features/earn_staking/presentation/widgets/staking/staking_social_feed_page_common.dart; lib/features/launchpad/presentation/widgets/tools/launchpad_multisig_page_chrome.dart; lib/features/launchpad/presentation/widgets/tools/launchpad_webhooks_stats_header.dart; lib/features/p2p_dispute/presentation/pages/dispute/p2p_insurance_fund_page_common.dart; lib/features/p2p_security/presentation/widgets/security/p2p_blacklist_summary_filters.dart; lib/features/p2p_security/presentation/widgets/security/p2p_login_history_summary_filters.dart; lib/features/wallet/presentation/widgets/tools/network_status_cards_stats.dart"
"_StatsCard",8,"lib/features/dca/presentation/widgets/schedule/dca_smart_rules_tabs_stats.dart; lib/features/earn_staking/presentation/pages/staking/staking_developer_console_page.dart; lib/features/earn_staking/presentation/widgets/staking/staking_advanced_orders_overview_orders.dart; lib/features/earn_staking/presentation/widgets/staking/staking_institutional_overview_batches.dart; lib/features/launchpad/presentation/widgets/tools/launchpad_limit_orders_header_widgets.dart; lib/features/p2p_account/presentation/pages/payment/p2p_payment_method_history_page.dart; lib/features/predictions/presentation/widgets/social/prediction_event_calendar_events.dart; lib/features/trade_bots/presentation/widgets/dashboard/bot_history_page_sections.dart"
"_StatsGrid",8,"lib/features/arena/presentation/pages/hub/my_arena_page_hero_and_tabs.dart; lib/features/launchpad/presentation/widgets/tools/launchpad_webhooks_stats_header.dart; lib/features/markets/presentation/pages/hub/market_overview_page_hero_stats_widgets.dart; lib/features/p2p_account/presentation/widgets/merchant/p2p_merchant_profile_header_stats.dart; lib/features/predictions/presentation/widgets/event/prediction_event_detail_stats_position.dart; lib/features/predictions/presentation/widgets/portfolio/prediction_portfolio_analyzer_overview.dart; lib/features/trade_compliance/presentation/widgets/execution/slippage_monitoring_overview.dart; lib/features/wallet/presentation/widgets/tools/network_status_cards_stats.dart"
"_StatsRow",9,"lib/features/admin/presentation/widgets/ab_test_dashboard_sections.dart; lib/features/earn_savings/presentation/widgets/savings/savings_auto_rebalance_drift_history.dart; lib/features/p2p_dispute/presentation/pages/dispute/p2p_disputes_page.dart; lib/features/p2p_marketplace/presentation/widgets/ads/p2p_my_ads_stats_cards.dart; lib/features/p2p_orders/presentation/widgets/orders/p2p_my_orders_page_sections.dart; lib/features/referral/presentation/widgets/referral_history_page_sections.dart; lib/features/trade_compliance/presentation/widgets/complaints/complaints_handling_overview_header_tabs.dart; lib/features/trade_compliance/presentation/widgets/governance/audit_trail_page_sections.dart; lib/features/wallet/presentation/tablet/pages/address_book_tablet_page.dart"
"_StatusBadge",10,"lib/features/cross_module/presentation/widgets/smart_alert_center_cards.dart; lib/features/dca/presentation/widgets/hub/dca_overview_demo_metrics.dart; lib/features/dca/presentation/widgets/schedule/dca_smart_rules_info_common.dart; lib/features/earn_savings/presentation/widgets/savings/savings_home_positions.dart; lib/features/earn_staking/presentation/widgets/staking/staking_earn_positions_common.dart; lib/features/p2p_security/presentation/widgets/security/p2p_login_history_common.dart; lib/features/p2p_security/presentation/widgets/security/p2p_security_center_actions_events.dart; lib/features/trade/presentation/widgets/phone/order_receipt_page_sections.dart; lib/features/trade/presentation/widgets/tablet/order_receipt_page_sections.dart; lib/features/wallet/presentation/widgets/tools/wallet_health_score_cards.dart"
"_StatusCard",3,"lib/features/p2p_security/presentation/widgets/security/p2p_anti_phishing_code_page_sections.dart; lib/features/trade_compliance/presentation/pages/complaints/complaint_tracking_page.dart; lib/features/trade_terminal/presentation/widgets/tools/risk_management_overview.dart"
"_StatusPill",7,"lib/features/arena/presentation/pages/bridge/connected_ecosystem_production_page_handoff_and_shared_widgets.dart; lib/features/arena/presentation/pages/hub/arena_production_ready_page_handoff_and_shared_widgets.dart; lib/features/arena/presentation/widgets/governance/arena_governance_gate_status_widgets.dart; lib/features/launchpad/presentation/widgets/tools/launchpad_dca_builder_strategies.dart; lib/features/launchpad/presentation/widgets/tools/launchpad_limit_orders_active_widgets.dart; lib/features/predictions/presentation/widgets/social/prediction_tournaments_stats.dart; lib/features/trade_copy/presentation/widgets/hub/active_copies_card.dart"
"_StepDot",3,"lib/features/arena/presentation/pages/studio/arena_universal_preset_library_page_demo_and_title_widgets.dart; lib/features/auth/presentation/phone/widgets/two_fa_setup_steps.dart; lib/features/p2p_account/presentation/pages/merchant/p2p_merchant_apply_page_state.dart"
"_StepRow",7,"lib/features/arena/presentation/pages/governance/arena_guide_page_guide_tab.dart; lib/features/p2p_account/presentation/widgets/payment/p2p_payment_method_verification_flow.dart; lib/features/p2p_dispute/presentation/pages/dispute/p2p_insurance_fund_page_common.dart; lib/features/p2p_marketplace/presentation/widgets/hub/p2p_guide_steps_safety.dart; lib/features/referral/presentation/pages/referral_home_page_section_cards.dart; lib/features/trade_bots/presentation/widgets/settings/bot_guide_blocks.dart; lib/features/trade_copy/presentation/widgets/safety/copy_education_page_sections.dart"
"_StrategyCard",9,"lib/features/dca/presentation/widgets/portfolio/dca_performance_compare_tabs.dart; lib/features/dca/presentation/widgets/research/dca_backtester_setup.dart; lib/features/earn_savings/presentation/widgets/savings/savings_auto_rebalance_strategy.dart; lib/features/earn_savings/presentation/widgets/savings/savings_recommendations_strategy_card.dart; lib/features/launchpad/presentation/widgets/tools/launchpad_dca_builder_strategies.dart; lib/features/launchpad/presentation/widgets/tools/launchpad_rebalance_strategy.dart; lib/features/trade_bots/presentation/widgets/backtest/bot_strategy_compare_selection.dart; lib/features/trade_bots/presentation/widgets/hub/trading_bots_page_create_bot_sheet.dart; lib/features/trade_bots/presentation/widgets/settings/bot_guide_strategies.dart"
"_SubmitButton",3,"lib/features/p2p_orders/presentation/widgets/wallet/p2p_wallet_transfer_amount.dart; lib/features/trade/presentation/widgets/convert/convert_page_sections.dart; lib/features/trade_copy/presentation/widgets/safety/dispute_resolution_form.dart"
"_SummaryCard",25,"lib/features/admin/presentation/widgets/ab_test_dashboard_sections.dart; lib/features/cross_module/presentation/widgets/cross_module_analytics_cards.dart; lib/features/earn_savings/presentation/widgets/hub/auto_compound_settings_positions.dart; lib/features/earn_staking/presentation/widgets/staking/staking_analytics_summary.dart; lib/features/earn_staking/presentation/widgets/staking/staking_auto_compound_overview.dart; lib/features/earn_staking/presentation/widgets/staking/staking_earnings_summary_tabs.dart; lib/features/earn_staking/presentation/widgets/staking/staking_history_summary_filters.dart; lib/features/markets/presentation/widgets/pair/market_heatmap_summary.dart; lib/features/p2p_marketplace/presentation/pages/hub/p2p_express_confirm_page.dart; lib/features/p2p_security/presentation/pages/security/p2p_suspicious_activity_page.dart; lib/features/p2p_security/presentation/widgets/security/p2p_achievements_page_sections.dart; lib/features/profile/presentation/widgets/profile_api_key_create_result.dart; lib/features/trade/presentation/widgets/hub/position_dashboard_page_sections.dart; lib/features/trade/presentation/widgets/hub/trade_history_export_summary_sections.dart; lib/features/trade_bots/presentation/widgets/dashboard/bot_portfolio_dashboard_page_sections.dart; lib/features/trade_bots/presentation/widgets/settings/bot_tax_reporting_summary.dart; lib/features/trade_compliance/presentation/widgets/client_money/cass_reconciliation_summary_tabs.dart; lib/features/trade_compliance/presentation/widgets/disclosures/ex_post_costs_report_summary.dart; lib/features/trade_compliance/presentation/widgets/execution/best_execution_overview.dart; lib/features/trade_compliance/presentation/widgets/execution/execution_venue_summary.dart; lib/features/trade_copy/presentation/widgets/flow/copy_configuration_risk_summary.dart; lib/features/trade_copy/presentation/widgets/safety/copy_audit_log_summary.dart; lib/features/wallet/presentation/tablet/pages/pending_deposits_tablet_page.dart; lib/features/wallet/presentation/widgets/history/transaction_detail_page_sections.dart; lib/features/wallet/presentation/widgets/tools/network_status_summary.dart"
"_SummaryGrid",7,"lib/features/admin/presentation/widgets/ab_test_dashboard_sections.dart; lib/features/cross_module/presentation/widgets/cross_module_analytics_cards.dart; lib/features/trade_bots/presentation/widgets/dashboard/bot_portfolio_dashboard_page_sections.dart; lib/features/trade_compliance/presentation/widgets/client_money/cass_reconciliation_summary_tabs.dart; lib/features/trade_compliance/presentation/widgets/execution/best_execution_overview.dart; lib/features/trade_compliance/presentation/widgets/execution/execution_venue_summary.dart; lib/features/trade_copy/presentation/widgets/analytics/performance_attribution_summary_tabs.dart"
"_SummaryLine",3,"lib/features/p2p_marketplace/presentation/pages/hub/p2p_express_confirm_page.dart; lib/features/p2p_orders/presentation/widgets/orders/p2p_order_proof_widgets.dart; lib/features/p2p_security/presentation/pages/security/p2p_contribution_history_page.dart"
"_SummaryMetric",15,"lib/features/arena/presentation/pages/bridge/connected_ecosystem_production_page_handoff_and_shared_widgets.dart; lib/features/arena/presentation/pages/hub/arena_production_ready_page_handoff_and_shared_widgets.dart; lib/features/earn_staking/presentation/widgets/staking/staking_analytics_summary.dart; lib/features/earn_staking/presentation/widgets/staking/staking_history_summary_filters.dart; lib/features/earn_staking/presentation/widgets/staking/staking_insurance_overview.dart; lib/features/earn_staking/presentation/widgets/staking/staking_validator_selection_summary.dart; lib/features/launchpad/presentation/widgets/tools/launchpad_dca_builder_summary.dart; lib/features/p2p_security/presentation/pages/security/p2p_contribution_history_page.dart; lib/features/p2p_security/presentation/widgets/security/p2p_achievements_page_sections.dart; lib/features/predictions/presentation/widgets/portfolio/prediction_portfolio_analyzer_risk.dart; lib/features/predictions/presentation/widgets/portfolio/prediction_risk_calculator_scenarios_guide.dart; lib/features/profile/presentation/widgets/profile_sub_account_summary.dart; lib/features/trade/presentation/widgets/hub/position_dashboard_page_sections.dart; lib/features/trade/presentation/widgets/hub/trade_history_export_summary_sections.dart; lib/features/wallet/presentation/widgets/tools/wallet_manager_all_wallets_tab.dart"
"_SummaryRow",8,"lib/features/arena/presentation/pages/challenge/arena_challenge_detail_page_actions_and_shared_widgets.dart; lib/features/arena/presentation/pages/studio/arena_smart_rule_builder_page_review_submit.dart; lib/features/arena/presentation/widgets/governance/arena_governance_gate_status_widgets.dart; lib/features/p2p_account/presentation/pages/merchant/p2p_merchant_apply_page_common.dart; lib/features/p2p_marketplace/presentation/pages/hub/p2p_express_confirm_page.dart; lib/features/p2p_orders/presentation/pages/orders/p2p_order_cancel_page.dart; lib/features/predictions/presentation/widgets/event/prediction_order_receipt_page_common.dart; lib/features/trade_bots/presentation/widgets/dashboard/bot_equity_curve_summary_tabs.dart"
"_SummaryStat",7,"lib/features/earn_savings/presentation/widgets/hub/auto_compound_settings_positions.dart; lib/features/earn_savings/presentation/widgets/savings/savings_goal_summary_card.dart; lib/features/markets/presentation/pages/portfolio/portfolio_tracker_page_performance_widgets.dart; lib/features/profile/presentation/widgets/device_management_page_sections.dart; lib/features/trade_bots/presentation/widgets/settings/bot_tax_reporting_summary.dart; lib/features/wallet/presentation/tablet/pages/network_status_tablet_page.dart; lib/features/wallet/presentation/widgets/tools/network_status_summary.dart"
"_SummaryStats",3,"lib/features/earn_staking/presentation/widgets/staking/staking_validator_health_monitor_page_sections.dart; lib/features/launchpad/presentation/widgets/tools/launchpad_abi_diff_summary.dart; lib/features/markets/presentation/pages/portfolio/portfolio_tracker_page_performance_widgets.dart"
"_SummaryTile",6,"lib/features/earn_savings/presentation/widgets/savings/savings_analytics_summary_range.dart; lib/features/earn_savings/presentation/widgets/savings/savings_backtest_results.dart; lib/features/earn_savings/presentation/widgets/savings/savings_export_summary_widgets.dart; lib/features/earn_staking/presentation/widgets/staking/staking_auto_compound_overview.dart; lib/features/earn_staking/presentation/widgets/staking/staking_validator_health_monitor_page_sections.dart; lib/features/launchpad/presentation/widgets/claim/launchpad_claim_receipt_misc_widgets.dart"
"_SupportCard",4,"lib/features/arena/presentation/pages/governance/arena_guide_page_faq_shared_widgets.dart; lib/features/earn_savings/presentation/widgets/savings/savings_faq_page_common.dart; lib/features/earn_staking/presentation/widgets/staking/staking_withdrawal_policy_emergency.dart; lib/features/p2p_account/presentation/widgets/merchant/p2p_kyc_status_page_common.dart"
"_SwitchRow",3,"lib/features/arena/presentation/widgets/governance/arena_governance_gate_field_controls.dart; lib/features/arena/presentation/widgets/studio/arena_smart_rule_builder_page_condition_timing_fields.dart; lib/features/earn_savings/presentation/widgets/savings/savings_autopilot_settings.dart"
"_TabContent",4,"lib/features/arena/presentation/pages/challenge/arena_challenge_detail_page_tabs_and_panels.dart; lib/features/arena/presentation/pages/hub/my_arena_page_tab_content.dart; lib/features/arena/presentation/widgets/studio/arena_creator_tabs.dart; lib/features/dca/presentation/widgets/portfolio/dca_portfolio_optimizer_tabs.dart"
"_TableHeader",3,"lib/features/predictions/presentation/widgets/hub/predictions_rewards_table.dart; lib/features/profile/presentation/widgets/profile_vip_overview.dart; lib/features/trade_bots/presentation/widgets/backtest/bot_strategy_compare_metrics.dart"
"_TemplateCard",4,"lib/features/arena/presentation/widgets/studio/arena_studio_steps.dart; lib/features/cross_module/presentation/widgets/smart_alert_center_history_settings.dart; lib/features/dca/presentation/widgets/schedule/dca_smart_rules_cards.dart; lib/features/earn_savings/presentation/widgets/savings/savings_ladder_builder_config.dart"
"_TermsCard",3,"lib/features/p2p_marketplace/presentation/widgets/ads/p2p_ad_detail_amount_terms.dart; lib/features/trade_bots/presentation/widgets/settings/bot_terms_of_service_page_sections.dart; lib/features/trade_compliance/presentation/widgets/complaints/complaint_submission_page_sections.dart"
"_TextInput",3,"lib/features/earn_staking/presentation/widgets/staking/staking_insurance_sheets.dart; lib/features/earn_staking/presentation/widgets/staking/staking_proof_of_reserves_verify_sheet.dart; lib/features/profile/presentation/widgets/profile_api_key_create_result.dart"
"_TierRow",3,"lib/features/p2p_dispute/presentation/pages/dispute/p2p_insurance_fund_page_common.dart; lib/features/profile/presentation/widgets/profile_vip_overview.dart; lib/features/referral/presentation/widgets/referral_rules_page_sections.dart"
"_TimelineCard",7,"lib/features/arena/presentation/widgets/governance/arena_report_case_summary_timeline.dart; lib/features/earn_staking/presentation/widgets/staking/staking_withdrawal_policy_timeline.dart; lib/features/markets/presentation/widgets/research/social_sentiment_overview_widgets.dart; lib/features/p2p_account/presentation/pages/payment/p2p_payment_method_cooling_period_page.dart; lib/features/p2p_orders/presentation/widgets/orders/p2p_order_content_cards.dart; lib/features/predictions/presentation/widgets/event/prediction_order_receipt_page_sections.dart; lib/features/trade_compliance/presentation/widgets/complaints/complaints_handling_overview_complaints.dart"
"_TimelineRow",5,"lib/features/arena/presentation/widgets/governance/arena_report_case_summary_timeline.dart; lib/features/p2p_orders/presentation/pages/orders/p2p_order_timeline_page.dart; lib/features/p2p_orders/presentation/widgets/orders/p2p_escrow_detail_timeline_actions.dart; lib/features/support/presentation/widgets/support_context_card.dart; lib/features/trade_copy/presentation/widgets/safety/dispute_resolution_common.dart"
"_TinyBadge",7,"lib/features/dca/presentation/widgets/schedule/dca_smart_rules_info_common.dart; lib/features/markets/presentation/pages/research/social_signals_page_signal_provider_widgets.dart; lib/features/markets/presentation/pages/research/token_unlocks_page_schedule_widgets.dart; lib/features/markets/presentation/widgets/tools/market_calendar_events.dart; lib/features/p2p_security/presentation/widgets/security/p2p_device_management_cards.dart; lib/features/predictions/presentation/widgets/event/prediction_event_detail_common.dart; lib/features/predictions/presentation/widgets/hub/predictions_breaking_page_sections.dart"
"_TinyPill",5,"lib/features/dca/presentation/pages/research/dca_dynamic_amount_page_hero_and_strategy.dart; lib/features/earn_savings/presentation/widgets/savings/savings_goal_visuals.dart; lib/features/launchpad/presentation/widgets/hub/launchpad_performance_chart_common.dart; lib/features/launchpad/presentation/widgets/tools/launchpad_limit_orders_active_widgets.dart; lib/features/referral/presentation/pages/referral_home_page_common.dart"
"_TipCard",4,"lib/features/dev/presentation/widgets/performance_monitor_common.dart; lib/features/earn_savings/presentation/widgets/savings/savings_goal_summary_card.dart; lib/features/wallet/presentation/widgets/tools/wallet_gas_optimizer_tips.dart; lib/features/wallet/presentation/widgets/tools/wallet_health_score_cards.dart"
"_TipsCard",4,"lib/features/markets/presentation/pages/portfolio/advanced_charts_page_indicator_drawing_widgets.dart; lib/features/p2p_account/presentation/widgets/merchant/p2p_selfie_verification_page_sections.dart; lib/features/p2p_marketplace/presentation/widgets/ads/p2p_ad_analytics_breakdown_cards.dart; lib/features/p2p_orders/presentation/widgets/orders/p2p_order_proof_widgets.dart"
"_ToggleSwitch",8,"lib/features/cross_module/presentation/pages/tax_report_center_settings_tab.dart; lib/features/cross_module/presentation/widgets/smart_alert_center_history_settings.dart; lib/features/earn_savings/presentation/widgets/hub/auto_compound_settings_shared.dart; lib/features/earn_savings/presentation/widgets/savings/savings_notifications_settings.dart; lib/features/earn_staking/presentation/widgets/staking/staking_auto_compound_positions.dart; lib/features/earn_staking/presentation/widgets/staking/staking_notifications_page_common.dart; lib/features/profile/presentation/widgets/api_management_key_controls.dart; lib/features/trade_copy/presentation/widgets/hub/copy_settings_controls.dart"
"_TokenAvatar",4,"lib/features/launchpad/presentation/widgets/claim/launchpad_batch_claim_selection.dart; lib/features/launchpad/presentation/widgets/claim/launchpad_claim_receipt_hero_widgets.dart; lib/features/markets/presentation/pages/research/token_unlocks_page_schedule_widgets.dart; lib/features/markets/presentation/widgets/research/token_info_tabs_widgets.dart"
"_ToneIcon",4,"lib/features/arena/presentation/pages/bridge/arena_prediction_bridge_foundation_page_examples_and_shared_widgets.dart; lib/features/arena/presentation/pages/governance/arena_blocked_users_page.dart; lib/features/arena/presentation/widgets/governance/arena_report_case_related_common.dart; lib/features/arena/presentation/widgets/governance/arena_safety_center_page_common.dart"
"_TopTabs",3,"lib/features/dca/presentation/pages/portfolio/dca_multi_asset_page_setup.dart; lib/features/dca/presentation/widgets/portfolio/dca_performance_compare_tabs.dart; lib/features/dca/presentation/widgets/schedule/dca_smart_rules_tabs_stats.dart"
"_TransactionCard",4,"lib/features/earn_savings/presentation/widgets/savings/savings_history_page_common.dart; lib/features/earn_staking/presentation/widgets/staking/staking_history_detail_list.dart; lib/features/earn_staking/presentation/widgets/staking/staking_transaction_reporting_transaction_widgets.dart; lib/features/p2p_account/presentation/pages/payment/p2p_payment_method_history_page.dart"
"_TypeBadge",5,"lib/features/arena/presentation/widgets/points/arena_points_ledger_page_sections.dart; lib/features/dca/presentation/widgets/schedule/dca_smart_rules_info_common.dart; lib/features/trade/presentation/widgets/hub/orders_history_page_common.dart; lib/features/trade/presentation/widgets/hub/position_dashboard_page_common.dart; lib/features/trade_copy/presentation/widgets/safety/copy_audit_log_events.dart"
"_UnderlineTabs",3,"lib/features/trade_compliance/presentation/pages/execution/market_data_analytics_page.dart; lib/features/trade_terminal/presentation/widgets/tools/advanced_analytics_page_shared.dart; lib/features/trade_terminal/presentation/widgets/tools/advanced_trading_demo_page_sections.dart"
"_UploadSection",3,"lib/features/p2p_account/presentation/widgets/merchant/p2p_address_proof_page_sections.dart; lib/features/p2p_account/presentation/widgets/merchant/p2p_identity_verification_page_sections.dart; lib/features/p2p_orders/presentation/widgets/orders/p2p_order_proof_widgets.dart"
"_WarningBanner",5,"lib/features/auth/presentation/phone/widgets/two_fa_setup_verify.dart; lib/features/earn_staking/presentation/pages/staking/staking_emergency_actions_page.dart; lib/features/earn_staking/presentation/widgets/staking/staking_risk_disclosure_overview.dart; lib/features/trade_bots/presentation/widgets/settings/bot_emergency_stop_page_sections.dart; lib/features/trade_copy/presentation/pages/provider/provider_comparison_page.dart"
"_WarningBox",3,"lib/features/earn_staking/presentation/widgets/staking/staking_withdrawal_policy_common.dart; lib/features/trade_compliance/presentation/widgets/client_money/investor_compensation_page_common.dart; lib/features/trade_compliance/presentation/widgets/disclosures/ex_ante_costs_scenarios_actions.dart"
"_WarningCard",8,"lib/features/dca/presentation/widgets/portfolio/dca_performance_compare_analysis.dart; lib/features/p2p_security/presentation/pages/security/p2p_blacklist_add_page.dart; lib/features/p2p_security/presentation/widgets/security/p2p_anti_phishing_code_page_sections.dart; lib/features/predictions/presentation/widgets/social/prediction_data_integration_common.dart; lib/features/profile/presentation/widgets/profile_api_key_create_result.dart; lib/features/trade/presentation/widgets/futures/leverage_impact_confirm.dart; lib/features/trade_copy/presentation/widgets/safety/copy_safety_metrics_tools.dart; lib/features/wallet/presentation/widgets/transfer/deposit_page_sections.dart"
"_WarningNote",3,"lib/features/earn_staking/presentation/widgets/staking/staking_insurance_overview.dart; lib/features/earn_staking/presentation/widgets/staking/staking_regulatory_framework_sheet_common.dart; lib/features/p2p_account/presentation/widgets/payment/p2p_payment_method_verification_flow.dart"
